close,high,low,open,timestamp,volume
30477,30481,30459,30469,1688169600,0.62580904
30499,30499,30476,30484,1688169900,3.33164845
30439,30510,30426,30495,1688170200,0.74027343
30464,30478,30439,30439,1688170500,3.27834037
30489,30493,30464,30477,1688170800,2.02964123
30513,30527,30473,30490,1688171100,0.99092099
30508,30529,30506,30506,1688171400,0.84902237
30528,30528,30490,30491,1688171700,1.97205773
30510,30529,30510,30526,1688172000,0.63059099
30491,30501,30459,30501,1688172300,1.34508677
30490,30490,30468,30473,1688172600,1.07606589
30474,30482,30461,30482,1688172900,1.12704588
30448,30481,30448,30468,1688173200,2.14883564
30437,30456,30413,30447,1688173500,0.84691942
30473,30477,30439,30439,1688173800,0.61819986
30409,30472,30400,30472,1688174100,1.17219290
30408,30446,30393,30424,1688174400,32.10080659
30422,30442,30411,30411,1688174700,2.09507067
30446,30452,30411,30422,1688175000,1.81595177
30455,30459,30442,30446,1688175300,0.83999844
30454,30467,30438,30451,1688175600,0.53031589
30437,30454,30431,30431,1688175900,0.26783841
30435,30447,30430,30447,1688176200,2.17424572
30441,30442,30428,30430,1688176500,0.33118941
30414,30451,30414,30441,1688176800,0.64604877
30459,30459,30385,30411,1688177100,5.45762142
30455,30463,30448,30463,1688177400,0.13437717
30458,30470,30455,30455,1688177700,0.39971275
30468,30473,30457,30458,1688178000,0.29391206
30497,30499,30471,30471,1688178300,0.39806371
30494,30523,30493,30495,1688178600,30.77684522
30494,30494,30467,30472,1688178900,1.42220300
30469,30483,30469,30483,1688179200,0.41001207
30435,30469,30425,30469,1688179500,0.76870310
30428,30435,30426,30427,1688179800,0.49893579
30427,30433,30415,30426,1688180100,0.60624835
30425,30428,30411,30420,1688180400,0.29463715
30427,30440,30421,30425,1688180700,0.82437806
30412,30423,30411,30423,1688181000,0.62711204
30410,30437,30401,30413,1688181300,0.33378741
30399,30409,30398,30406,1688181600,1.18007337
30399,30400,30395,30399,1688181900,2.59412921
30398,30414,30397,30400,1688182200,0.23218687
30393,30397,30389,30396,1688182500,24.06720446
30376,30393,30376,30393,1688182800,3.47696141
30390,30396,30369,30378,1688183100,1.92406028
30384,30391,30384,30387,1688183400,0.23535579
30393,30394,30388,30388,1688183700,0.29386048
30409,30415,30392,30392,1688184000,0.98420535
30407,30414,30404,30407,1688184300,0.30458918
30390,30402,30390,30398,1688184600,0.41334325
30363,30386,30330,30386,1688184900,10.95328508
30346,30386,30331,30361,1688185200,2.76591742
30349,30351,30323,30340,1688185500,2.57322441
30352,30352,30321,30349,1688185800,0.92383398
30381,30384,30353,30353,1688186100,0.15113650
30370,30395,30362,30379,1688186400,1.45580985
30391,30394,30362,30377,1688186700,0.29739728
30395,30397,30385,30391,1688187000,0.32219441
30387,30394,30374,30391,1688187300,0.94030429
30399,30401,30384,30384,1688187600,0.96653426
30395,30400,30394,30398,1688187900,0.09521661
30403,30403,30394,30395,1688188200,0.36716880
30426,30426,30403,30403,1688188500,0.16462034
30402,30422,30399,30418,1688188800,0.75482714
30399,30405,30399,30405,1688189100,0.46916471
30400,30408,30392,30392,1688189400,0.77901509
30409,30409,30404,30404,1688189700,0.52405713
30404,30418,30404,30413,1688190000,4.30944973
30402,30414,30402,30406,1688190300,0.41651994
30411,30414,30400,30401,1688190600,1.18916258
30422,30422,30415,30415,1688190900,0.51304998
30437,30437,30419,30426,1688191200,0.51095769
30432,30437,30425,30437,1688191500,0.27352519
30434,30436,30430,30431,1688191800,0.25448457
30421,30437,30415,30434,1688192100,0.99919093
30415,30421,30408,30421,1688192400,0.41537633
30426,30426,30415,30415,1688192700,0.27988123
30399,30418,30397,30417,1688193000,1.91024266
30418,30418,30402,30402,1688193300,0.06558239
30407,30414,30402,30414,1688193600,0.22506565
30419,30419,30403,30404,1688193900,0.23581856
30426,30461,30416,30416,1688194200,29.76187744
30444,30444,30434,30434,1688194500,0.02434850
30445,30452,30440,30444,1688194800,2.18404019
30432,30448,30432,30447,1688195100,1.31760327
30418,30430,30409,30430,1688195400,0.29868763
30412,30418,30410,30418,1688195700,0.95829391
30408,30425,30408,30412,1688196000,1.01296158
30424,30424,30404,30409,1688196300,1.47829967
30434,30441,30423,30423,1688196600,0.40479124
30432,30445,30430,30435,1688196900,0.56133896
30430,30433,30420,30433,1688197200,0.23766850
30437,30437,30424,30430,1688197500,0.38723339
30440,30440,30430,30437,1688197800,0.46591005
30459,30459,30440,30441,1688198100,0.65236390
30461,30461,30453,30461,1688198400,1.79897628
30459,30465,30459,30461,1688198700,2.22746821
30446,30460,30445,30460,1688199000,0.63061794
30436,30449,30436,30449,1688199300,1.48093079
30444,30445,30436,30436,1688199600,0.14946146
30431,30447,30426,30445,1688199900,1.36524971
30432,30432,30420,30429,1688200200,0.55335364
30442,30446,30431,30431,1688200500,0.64528353
30452,30452,30445,30445,1688200800,0.43500429
30438,30458,30432,30450,1688201100,0.93892363
30444,30446,30436,30437,1688201400,0.27096700
30436,30448,30425,30448,1688201700,0.52028689
30441,30441,30432,30433,1688202000,0.32028182
30446,30446,30435,30443,1688202300,2.11528522
30431,30446,30423,30440,1688202600,1.46460903
30443,30443,30431,30432,1688202900,1.09179617
30445,30445,30438,30444,1688203200,0.36240927
30459,30459,30445,30445,1688203500,0.06255711
30456,30460,30455,30459,1688203800,0.22804968
30456,30459,30449,30456,1688204100,2.01764524
30451,30457,30449,30457,1688204400,0.55142804
30438,30453,30438,30453,1688204700,0.25173674
30442,30442,30439,30441,1688205000,0.12276761
30439,30443,30437,30443,1688205300,0.24768303
30444,30445,30439,30439,1688205600,0.05597762
30450,30450,30440,30443,1688205900,0.94782235
30452,30452,30446,30448,1688206200,0.29396019
30430,30450,30430,30450,1688206500,0.94024054
30463,30463,30435,30435,1688206800,1.17661327
30476,30476,30463,30463,1688207100,2.81813145
30479,30479,30473,30476,1688207400,1.49415785
30486,30487,30474,30479,1688207700,4.65347083
30481,30486,30455,30486,1688208000,0.45767591
30442,30481,30442,30481,1688208300,0.39045734
30459,30459,30440,30441,1688208600,1.39821662
30457,30462,30457,30462,1688208900,0.26435000
30483,30483,30463,30463,1688209200,0.10206703
30477,30483,30475,30483,1688209500,0.42083777
30490,30490,30477,30478,1688209800,1.88137493
30493,30494,30490,30490,1688210100,1.80227594
30494,30494,30493,30494,1688210400,0.17727038
30482,30493,30481,30493,1688210700,0.68959610
30490,30490,30488,30489,1688211000,0.39181108
30486,30490,30484,30488,1688211300,1.40175788
30528,30528,30483,30486,1688211600,8.22091118
30588,30589,30526,30532,1688211900,13.18890885
30540,30581,30540,30581,1688212200,3.03881491
30523,30540,30515,30540,1688212500,14.32634601
30513,30525,30506,30525,1688212800,1.81548892
30554,30560,30516,30516,1688213100,0.18245043
30568,30569,30550,30550,1688213400,0.10518795
30605,30619,30572,30572,1688213700,21.94944741
30619,30619,30599,30603,1688214000,0.41064890
30578,30618,30569,30618,1688214300,4.34240734
30558,30583,30556,30583,1688214600,0.67904180
30596,30601,30556,30556,1688214900,0.76673753
30598,30609,30580,30602,1688215200,0.36452440
30581,30605,30581,30601,1688215500,0.20464909
30586,30608,30580,30589,1688215800,1.63427466
30561,30587,30557,30587,1688216100,0.37216622
30604,30604,30572,30580,1688216400,0.47120973
30610,30610,30599,30600,1688216700,0.87972364
30568,30627,30566,30610,1688217000,4.45589924
30581,30590,30574,30583,1688217300,0.10692263
30581,30601,30574,30586,1688217600,0.39867891
30548,30585,30548,30585,1688217900,16.20912142
30560,30560,30545,30547,1688218200,1.07521812
30556,30566,30555,30562,1688218500,0.63171621
30580,30592,30555,30555,1688218800,1.59078767
30558,30583,30547,30582,1688219100,0.57274249
30565,30574,30554,30554,1688219400,0.49115417
30565,30567,30547,30566,1688219700,1.55144225
30542,30569,30539,30566,1688220000,1.44776169
30535,30571,30532,30543,1688220300,2.04295321
30559,30564,30551,30551,1688220600,0.83140077
30556,30572,30551,30558,1688220900,0.43876859
30579,30583,30554,30554,1688221200,1.49676003
30565,30575,30564,30575,1688221500,1.05882170
30558,30583,30558,30570,1688221800,2.59215344
30562,30572,30554,30570,1688222100,0.30059297
30568,30569,30558,30566,1688222400,0.36752041
30597,30600,30568,30568,1688222700,0.98712295
30600,30600,30596,30597,1688223000,3.50005300
30608,30608,30596,30600,1688223300,13.22185758
30588,30647,30588,30608,1688223600,9.78531780
30583,30601,30578,30593,1688223900,1.09842208
30570,30593,30570,30582,1688224200,15.93939605
30565,30574,30550,30570,1688224500,3.93267823
30582,30583,30561,30561,1688224800,3.50518211
30576,30588,30569,30587,1688225100,0.43404274
30591,30596,30572,30572,1688225400,0.39372407
30595,30595,30584,30592,1688225700,0.59943108
30590,30596,30588,30595,1688226000,2.15939582
30588,30593,30588,30591,1688226300,1.10358635
30567,30588,30566,30588,1688226600,1.53227971
30572,30582,30551,30567,1688226900,7.93604533
30573,30577,30567,30570,1688227200,0.23106831
30585,30585,30573,30579,1688227500,0.63952456
30553,30585,30552,30585,1688227800,1.81270509
30548,30574,30548,30550,1688228100,1.26966795
30547,30561,30547,30555,1688228400,0.59067105
30561,30562,30549,30549,1688228700,0.36630414
30552,30559,30548,30559,1688229000,0.57247520
30546,30554,30545,30554,1688229300,0.84863351
30567,30569,30546,30547,1688229600,0.45492861
30554,30570,30554,30566,1688229900,1.66646345
30581,30581,30558,30558,1688230200,0.56415361
30573,30581,30573,30581,1688230500,0.30019739
30576,30576,30563,30572,1688230800,0.62795880
30585,30585,30577,30579,1688231100,0.46691935
30577,30584,30577,30584,1688231400,0.29190952
30588,30588,30570,30577,1688231700,0.73630192
30586,30588,30577,30588,1688232000,0.54434689
30585,30587,30581,30586,1688232300,0.29555557
30579,30585,30576,30584,1688232600,0.16224755
30587,30590,30578,30583,1688232900,0.57774404
30593,30596,30586,30589,1688233200,0.31535871
30590,30595,30588,30595,1688233500,0.61702748
30560,30589,30554,30589,1688233800,0.27799122
30576,30579,30563,30567,1688234100,0.38213260
30584,30591,30580,30580,1688234400,0.20474358
30590,30592,30588,30589,1688234700,0.40330320
30591,30596,30591,30593,1688235000,0.07010328
30583,30598,30580,30598,1688235300,0.63221455
30582,30588,30576,30580,1688235600,0.31759604
30584,30585,30573,30583,1688235900,0.70479533
